"tweet_id","in_reply_to_status_id","in_reply_to_user_id","timestamp","source","text","retweeted_status_id","retweeted_status_user_id","retweeted_status_timestamp","expanded_urls"
"937334494629003265","","","2017-12-03 14:55:33 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","みんなのくじ　ベイコンテナ　クッション　タオル　ポーチ　と　ラバーマスコット
#みんなのくじ　 #ベイブレードバースト https://t.co/oT7OZ9zPVW","","","","https://twitter.com/vocarevoproj/status/937334494629003265/photo/1,https://twitter.com/vocarevoproj/status/937334494629003265/photo/1,https://twitter.com/vocarevoproj/status/937334494629003265/photo/1,https://twitter.com/vocarevoproj/status/937334494629003265/photo/1"
"930430200810061824","","","2017-11-14 13:40:21 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","スプリガンレクイエム.0.Zt　（ゼッタ？）
#ベイブレードバースト https://t.co/4c0cxB4Mn2","","","","https://twitter.com/vocarevoproj/status/930430200810061824/photo/1,https://twitter.com/vocarevoproj/status/930430200810061824/photo/1,https://twitter.com/vocarevoproj/status/930430200810061824/photo/1"
"930415665369849856","","","2017-11-14 12:42:35 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","スプリガンレクイエム
ライトランチャーLR
  #ベイブレードバースト https://t.co/MUu388kBfn","","","","https://twitter.com/vocarevoproj/status/930415665369849856/photo/1"
"928968588169318400","","","2017-11-10 12:52:25 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","スプリガンレクイエム　ディスクは０？
#ベイブレードバースト https://t.co/CHWxmuCBJV","","","","https://twitter.com/vocarevoproj/status/928968588169318400/photo/1"
"919227224657502209","919226619104919553","763973256315412482","2017-10-14 15:43:43 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ゴッドバトルセット：https://t.co/G9QUcw31AR
日本以外先行発売","","","","https://www.youtube.com/watch?v=Kql4U6qMClk"
"919226619104919553","","","2017-10-14 15:41:19 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BA-01  ゴッドバトルセット：ゴッドヴァルキリー　レッド（シールなし）  #ベイブレードバースト https://t.co/Mj2stSCoe2","","","","https://twitter.com/vocarevoproj/status/919226619104919553/photo/1"
"918483703394791426","","","2017-10-12 14:29:14 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","これらはベイブレード？ #ベイブレードバースト https://t.co/UgWxxizi5K","","","","https://twitter.com/trademark_bot/status/918399347892670465"
"908676163563696129","908596604881350656","902871312841924608","2017-09-15 12:57:34 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@Kmv3uR3Ox98bWds より多くの銀や銅景品が欲しい…","","","",""
"908675641494478849","908610821248368640","4778364164","2017-09-15 12:55:29 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@ama_barubatosu 最新の商品はジークエクスカリバー、現在販売中です
シェルターレグルスはランダムブースター８のレア　発売日は10/21","","","",""
"908593055686574080","","","2017-09-15 07:27:19 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","オリハルコン・アウター・オクタ #ベイブレードバースト https://t.co/LTj6wBvoVF","","","","https://twitter.com/vocarevoproj/status/908593055686574080/photo/1,https://twitter.com/vocarevoproj/status/908593055686574080/photo/1,https://twitter.com/vocarevoproj/status/908593055686574080/photo/1"
"908592238619275265","","","2017-09-15 07:24:05 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","金のクライスサタン？　#ベイブレードバースト https://t.co/XgbELKBr2A","","","","https://twitter.com/vocarevoproj/status/908592238619275265/photo/1,https://twitter.com/vocarevoproj/status/908592238619275265/photo/1,https://twitter.com/vocarevoproj/status/908592238619275265/photo/1,https://twitter.com/vocarevoproj/status/908592238619275265/photo/1"
"908328409838714880","908298249252962304","763973256315412482","2017-09-14 13:55:43 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ユグドラシルのフレームが白メテオだと思う
Y2.8M.??","","","",""
"908325398139723777","908324794902339584","760316138022506496","2017-09-14 13:43:45 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@B5Gwc @monstmini4wd 白デスサイザー＝天使？😮","","","",""
"908321152031899649","","","2017-09-14 13:26:53 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","無限ベイスタジアム（撃ゴッドヴァルキリー入り） #ベイブレードバースト https://t.co/25peVw2X4M","","","","https://twitter.com/vocarevoproj/status/908321152031899649/photo/1,https://twitter.com/vocarevoproj/status/908321152031899649/photo/1"
"908305044281294849","908303343881142272","886263262601371648","2017-09-14 12:22:52 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@LUPUSHAT ラグナルクの第６バージョンね","","","",""
"908302230016606208","908298249252962304","763973256315412482","2017-09-14 12:11:41 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ケツァルカトルのフレームもスター
Q2.4S.??","","","",""
"908299638343589888","908240313805815808","1886762988","2017-09-14 12:01:23 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@grimhild_shark ランレイの青が良いと思う","","","",""
"908299438740824064","908226542022443008","3770544680","2017-09-14 12:00:36 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@Raioh0613 ディスクもハズレ…","","","",""
"908298536323735552","908298249252962304","763973256315412482","2017-09-14 11:57:01 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ディスクが悪い？","","","",""
"908298249252962304","","","2017-09-14 11:55:52 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ランダムブースター８

#シェルターレグルス #ランブー #ベイブレードバースト https://t.co/qHRgI3f3g4","","","","https://twitter.com/vocarevoproj/status/908298249252962304/photo/1"
"908199374378876928","","","2017-09-14 05:22:59 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ランダムブースター８　ラインナップ 

シェルターレグルス
ドライガー
ドラグーン
キラーデスサイザー
アルタークロノス
ブレイズラグナルク
イェーガーユグドラシル
クアッドケツアルカトル

#ランブー #ベイブレードバースト https://t.co/XDNJsvUsgA","","","","https://twitter.com/vocarevoproj/status/908199374378876928/photo/1"
"902769473786085376","","","2017-08-30 05:46:29 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","懐かしのメタルファイトベイブレード

〖公式サイトアーカイブ〗
商品　https://t.co/BsFEbJSb6P
パーツ　https://t.co/qZgo6Wqvmb

#メタルファイトベイブレード　#ベイブレードバースト　#メタファイ https://t.co/qQCLN5kxdW","","","","http://beyblade.vocarevoproject.com/MFB/products_archive.htm,http://beyblade.vocarevoproject.com/MFB/parts_archive.htm,https://twitter.com/vocarevoproj/status/902769473786085376/photo/1"
"900957420305866753","","","2017-08-25 05:46:02 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","美しい
#ベイブレードバースト
#ゴッドヴァルキリー_6V_Rb https://t.co/Up9zc1XHKs","","","","https://twitter.com/vocarevoproj/status/900957420305866753/photo/1"
"899628837532704775","","","2017-08-21 13:46:43 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","過去10日間レアベイゲットバトル確率

・同じ27824ブレーダーのデータを収集した
・今日と11日前の伝説ベイバッジ数とベイポイントを比較した
  
確率＝0.0626%!!

マジで？？！！😵😱

#ベイブレードバースト #オリハルコン #バルドゥール #レアベイゲットバトル https://t.co/Nm4FXYLM4v","","","","https://twitter.com/vocarevoproj/status/899628837532704775/photo/1,https://twitter.com/vocarevoproj/status/899628837532704775/photo/1"
"899315894328762368","","","2017-08-20 17:03:12 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ポイント10倍の10日間、レアベイゲットバトルの確率は変わったのか？

その結果、今日発表予定！

どう思いますか？

 #ベイブレードバースト  #オリハルコン #レアベイゲットバトル https://t.co/3tTsgF3sbP","","","","https://twitter.com/vocarevoproj/status/899315894328762368/photo/1"
"895561558041833472","","","2017-08-10 08:24:48 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ブレイズラグナルク　レッド　#ベイブレードバースト https://t.co/ttnIlTFAJL","","","","https://twitter.com/vocarevoproj/status/895561558041833472/photo/1,https://twitter.com/vocarevoproj/status/895561558041833472/photo/1,https://twitter.com/vocarevoproj/status/895561558041833472/photo/1,https://twitter.com/vocarevoproj/status/895561558041833472/photo/1"
"895558211389898753","","","2017-08-10 08:11:30 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","デジタルソードランチャー　 #ベイブレードバースト https://t.co/hGNyYjmdjQ","","","","https://twitter.com/vocarevoproj/status/895558211389898753/photo/1,https://twitter.com/vocarevoproj/status/895558211389898753/photo/1"
